City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,East London,-33.0153,27.9116,20.04,91,100,7.95,ZA,2022-12-05 00:13:58
276,Magadi,12.9667,77.2333,17.45,95,11,2.91,IN,2022-12-05 00:13:58
277,El Tocuyo,9.7873,-69.7937,21.52,87,87,1.54,VE,2022-12-05 00:13:59
278,Sapulpa,35.9987,-96.1142,7.22,75,40,3.6,US,2022-12-05 00:13:59
279,Homer,59.6425,-151.5483,2.8,80,75,2.57,US,2022-12-05 00:12:09
280,Northam,51.0333,-4.2167,4.66,74,100,5.86,GB,2022-12-05 00:14:00
281,Constitucion,-35.3333,-72.4167,14.27,76,1,6.9,CL,2022-12-05 00:14:00
282,Belmonte,-15.8631,-38.8828,23.54,81,100,4.29,BR,2022-12-05 00:14:00
283,Ivanteyevka,55.9711,37.9208,-9.69,89,90,2.51,RU,2022-12-05 00:14:01
284,Haines Junction,60.7522,-137.5108,-10.48,96,53,0.91,CA,2022-12-05 00:14:01
285,Minsk,53.9,27.5667,-9.14,85,100,5.13,BY,2022-12-05 00:13:44
286,Valentin Gomez Farias,28.2167,-106.5833,21.66,31,73,5.17,MX,2022-12-05 00:14:02
287,Kupang,-10.1667,123.5833,28.32,83,20,1.54,ID,2022-12-05 00:14:02
288,Puerto Baquerizo Moreno,-0.9,-89.6,20.92,81,71,3.92,EC,2022-12-05 00:14:03
289,Margherita,27.2833,95.6833,14.94,76,0,1.03,IN,2022-12-05 00:14:03
290,Sobolevo,54.4299,31.8996,-10.09,87,100,4.11,RU,2022-12-05 00:14:04
291,Bolshevik,54.0065,27.5692,-9.21,85,100,5.28,BY,2022-12-05 00:14:05
292,Sisimiut,66.9395,-53.6735,-0.15,73,100,6.3,GL,2022-12-05 00:14:05
293,Kruisfontein,-34.0033,24.7314,13.82,82,80,2.66,ZA,2022-12-05 00:14:06
294,Maamba,-17.3667,27.15,25.45,35,13,1.54,ZM,2022-12-05 00:13:15
295,Upernavik,72.7868,-56.1549,-4.97,64,99,3.71,GL,2022-12-05 00:14:07
296,Aswan,24.0934,32.907,18.16,46,100,4.29,EG,2022-12-05 00:11:17
297,Mackenzie,55.2999,-123.1698,-15.94,98,56,1.69,CA,2022-12-05 00:14:08
298,Saint-Augustin,51.226,-58.6502,1.18,97,99,4.85,CA,2022-12-05 00:14:09
299,Sao Filipe,14.8961,-24.4956,22.29,64,94,1.9,CV,2022-12-05 00:14:11
300,Luderitz,-26.6481,15.1594,15.69,70,3,7.93,NA,2022-12-05 00:14:12
301,Great Yarmouth,52.6083,1.7305,6.68,75,100,8.83,GB,2022-12-05 00:14:12
302,Mangla,31.8931,72.3817,14.1,35,0,0.79,PK,2022-12-05 00:14:12
303,San Cristobal,7.7669,-72.225,18.29,97,84,1.68,VE,2022-12-05 00:13:41
304,Husavik,66.0449,-17.3389,0.39,71,83,4.65,IS,2022-12-05 00:14:13
305,Ossora,59.2353,163.0719,-7.98,93,100,11.64,RU,2022-12-05 00:14:14
306,Bellegarde-Sur-Valserine,46.1079,5.8242,5.62,99,100,1.14,FR,2022-12-05 00:14:14
307,Khandyga,62.6667,135.6,-31.88,99,100,1.44,RU,2022-12-05 00:14:16
308,Lasa,46.6166,10.7002,3.35,97,91,1.69,IT,2022-12-05 00:14:16
309,Alice Springs,-23.7,133.8833,32.39,13,0,5.62,AU,2022-12-05 00:10:09
310,Vega De Alatorre,20.0333,-96.6333,23.45,84,3,1.56,MX,2022-12-05 00:14:17
311,Kyabe,9.4515,18.9449,25.38,23,4,3.01,TD,2022-12-05 00:14:17
312,Victoria,22.2855,114.1577,17.92,80,100,7.15,HK,2022-12-05 00:09:58
313,Svetlogorsk,52.6333,29.7333,-8.06,81,100,4.44,BY,2022-12-05 00:14:18
314,Guane,22.2025,-84.0875,23.28,76,16,2.38,CU,2022-12-05 00:14:18
315,Henties Bay,-22.116,14.2845,14.48,91,3,3.23,NA,2022-12-05 00:14:19
316,Evans,33.5337,-82.1307,14.17,62,0,2.06,US,2022-12-05 00:15:19
317,Hun,29.1268,15.9477,19.55,24,45,3.02,LY,2022-12-05 00:15:19
318,Florence,43.7667,11.25,13.0,95,75,4.92,IT,2022-12-05 00:15:15
319,Raudeberg,61.9875,5.1352,2.7,73,100,4.05,NO,2022-12-05 00:15:20
320,Safita,34.8205,36.1153,12.85,65,0,2.6,SY,2022-12-05 00:15:21
321,Awbari,26.5921,12.7805,18.91,24,2,3.59,LY,2022-12-05 00:15:21
322,Shelburne,44.0787,-80.2041,-2.36,79,47,6.65,CA,2022-12-05 00:15:22
323,Dingle,10.9995,122.6711,24.78,92,100,3.91,PH,2022-12-05 00:15:22
324,Lompoc,34.6391,-120.4579,17.66,79,0,4.12,US,2022-12-05 00:15:22
325,Lata,40.1629,-8.3327,9.95,83,91,3.3,PT,2022-12-05 00:15:23
326,Sungairaya,0.7,108.9,26.37,82,95,1.31,ID,2022-12-05 00:15:24
327,Erzin,36.9559,36.2,13.55,57,2,1.64,TR,2022-12-05 00:15:25
328,Avera,33.194,-82.5271,13.73,55,99,2.82,US,2022-12-05 00:12:08
329,Stornoway,58.2093,-6.3865,5.98,84,75,4.12,GB,2022-12-05 00:15:25
330,Havre-Saint-Pierre,50.2334,-63.5986,-4.67,72,58,7.83,CA,2022-12-05 00:15:26
331,San Isidro,-12.1167,-77.05,21.68,73,40,2.06,PE,2022-12-05 00:15:26
332,Murray Bridge,-35.1167,139.2667,18.4,59,95,7.22,AU,2022-12-05 00:14:55
333,Adil-Yangiyurt,43.5633,46.5846,0.18,68,49,5.69,RU,2022-12-05 00:15:27
334,Mount Pleasant,32.7941,-79.8626,15.56,89,0,0.0,US,2022-12-05 00:15:27
335,Agadez,19.75,10.25,21.09,21,7,2.08,NE,2022-12-05 00:15:28
336,Port Lincoln,-34.7333,135.8667,17.52,57,97,6.89,AU,2022-12-05 00:13:29
337,Gaoua,10.2992,-3.2508,27.01,40,46,1.28,BF,2022-12-05 00:15:28
338,Hofn,64.2539,-15.2082,5.63,41,34,4.41,IS,2022-12-05 00:15:29
339,Lagos,6.5833,3.75,25.84,89,8,1.78,NG,2022-12-05 00:14:23
340,Airai,-8.9266,125.4092,22.26,46,98,0.47,TL,2022-12-05 00:13:25
341,Marathon,44.9,-89.7668,-0.42,58,0,6.17,US,2022-12-05 00:15:29
342,Labuhan,-6.8844,112.2051,27.03,81,96,2.68,ID,2022-12-05 00:15:29
343,Inndyr,67.0338,14.0276,5.02,88,100,6.3,NO,2022-12-05 00:15:30
344,Cortes,41.9395,-1.4396,5.03,74,27,2.67,ES,2022-12-05 00:15:30
345,Nouadhibou,20.931,-17.0347,18.65,79,0,5.09,MR,2022-12-05 00:14:11
346,Comodoro Rivadavia,-45.8667,-67.5,22.92,27,0,9.26,AR,2022-12-05 00:13:09
347,Chaah,2.249,103.048,24.0,95,100,0.78,MY,2022-12-05 00:15:31
348,Jibuti,11.5,42.5,19.73,81,31,4.29,DJ,2022-12-05 00:15:31
349,Dalby,-27.1833,151.2667,24.8,42,0,2.18,AU,2022-12-05 00:15:31
350,Matehuala,23.65,-100.65,19.25,48,1,3.77,MX,2022-12-05 00:13:15
351,Mudkhed,19.1667,77.5167,19.68,57,55,2.68,IN,2022-12-05 00:15:32
352,Buchanan,5.8808,-10.0467,25.67,85,85,2.78,LR,2022-12-05 00:15:32
353,Itoman,26.1247,127.6694,23.43,86,20,3.09,JP,2022-12-05 00:15:33
354,Vanavara,60.34,102.2797,-13.57,90,100,5.33,RU,2022-12-05 00:15:33
355,Blackwater,-23.5833,148.8833,26.87,44,0,0.73,AU,2022-12-05 00:12:52
356,Zheleznodorozhnyy,55.7503,38.0042,-9.76,89,92,2.46,RU,2022-12-05 00:15:33
357,Tapa,59.2606,25.9586,-6.69,99,95,0.54,EE,2022-12-05 00:15:34
358,Tongliao,43.6125,122.2653,-12.8,54,0,4.28,CN,2022-12-05 00:15:34
359,Prince Rupert,54.3161,-130.3201,0.93,62,0,1.64,CA,2022-12-05 00:10:51
360,Geraldton,-28.7667,114.6,22.23,60,4,5.66,AU,2022-12-05 00:15:35
361,Bowen,-20.0167,148.2333,27.16,51,0,0.87,AU,2022-12-05 00:15:35
362,Lucapa,-8.4192,20.7447,17.93,97,100,0.59,AO,2022-12-05 00:15:35
363,Maragogi,-9.0122,-35.2225,24.3,87,42,4.95,BR,2022-12-05 00:14:55
364,San Luis,-33.295,-66.3356,25.58,37,44,6.4,AR,2022-12-05 00:16:36
365,Jacareacanga,-6.2222,-57.7528,23.23,97,78,0.59,BR,2022-12-05 00:16:36
366,Moindou,-21.6924,165.677,26.65,80,100,4.33,NC,2022-12-05 00:16:37
367,Nanortalik,60.1432,-45.2371,-2.3,71,96,3.18,GL,2022-12-05 00:16:27
368,Anzhero-Sudzhensk,56.081,86.0285,-24.0,100,65,1.49,RU,2022-12-05 00:16:38
369,Strezhevoy,60.7333,77.5889,-24.09,100,87,1.3,RU,2022-12-05 00:13:34
370,Phek,25.6667,94.5,5.24,98,24,0.87,IN,2022-12-05 00:16:38
371,La Palma,33.8464,-118.0467,19.49,83,100,3.09,US,2022-12-05 00:16:39
372,Galdar,28.147,-15.6502,19.28,73,44,8.63,ES,2022-12-05 00:16:39
373,Sonoita,31.85,-112.8333,18.32,85,100,1.11,MX,2022-12-05 00:16:39
374,Salinas,36.6777,-121.6555,15.83,69,0,2.57,US,2022-12-05 00:16:00
375,Meulaboh,4.1363,96.1285,24.63,90,100,3.56,ID,2022-12-05 00:16:40
376,Ixtapa,20.7,-105.2,26.24,83,40,2.06,MX,2022-12-05 00:16:40
377,Begamganj,23.6,78.3333,14.82,57,43,1.99,IN,2022-12-05 00:16:40
378,Changtu,42.7788,124.0955,-11.51,63,0,2.21,CN,2022-12-05 00:16:41
379,Beloha,-25.1667,45.05,23.34,85,84,1.7,MG,2022-12-05 00:16:20
380,Leo,11.1,-2.1,25.41,31,60,2.99,BF,2022-12-05 00:16:41
381,Zunyi,27.6867,106.9072,3.73,91,100,0.78,CN,2022-12-05 00:16:42
382,Harwich,51.9419,1.2844,6.79,82,100,5.36,GB,2022-12-05 00:16:42
383,Esso,55.9333,158.7,-17.63,92,72,3.77,RU,2022-12-05 00:16:42
384,Salta,-24.7859,-65.4117,25.33,44,20,5.66,AR,2022-12-05 00:16:43
385,Sioux Lookout,50.1001,-91.917,-9.96,85,100,4.12,CA,2022-12-05 00:16:43
386,Aldan,58.6031,125.3894,-15.9,92,100,9.17,RU,2022-12-05 00:16:43
387,Talnakh,69.4865,88.3972,-5.44,96,100,3.0,RU,2022-12-05 00:16:44
388,Buin,-33.7333,-70.75,27.18,37,0,2.26,CL,2022-12-05 00:16:44
389,Byron Bay,-28.65,153.6167,25.52,64,68,4.28,AU,2022-12-05 00:16:44
390,Fortuna,40.5982,-124.1573,11.19,89,75,6.69,US,2022-12-05 00:13:03
391,Tiznit,29.5833,-9.5,16.44,47,90,2.86,MA,2022-12-05 00:16:45
392,Moissala,8.3404,17.7663,23.22,27,23,1.65,TD,2022-12-05 00:16:45
393,Ostersund,63.1792,14.6357,-6.33,100,100,20.12,SE,2022-12-05 00:16:45
394,Umm Lajj,25.0213,37.2685,23.55,68,90,2.62,SA,2022-12-05 00:16:46
395,San Patricio,28.017,-97.5169,19.74,77,94,2.73,US,2022-12-05 00:16:46
396,Sinjhoro,26.0303,68.809,16.96,24,0,1.57,PK,2022-12-05 00:16:46
397,Olinda,-8.0089,-34.8553,26.85,74,40,3.09,BR,2022-12-05 00:16:47
398,Puerto El Triunfo,13.2833,-88.55,25.76,76,2,0.34,SV,2022-12-05 00:16:47
399,Praia Da Vitoria,38.7333,-27.0667,14.14,82,40,2.4,PT,2022-12-05 00:16:47
400,Borodino,55.9106,94.8983,-22.9,98,21,1.75,RU,2022-12-05 00:16:48
401,Pangnirtung,66.1451,-65.7125,-1.26,84,100,5.38,CA,2022-12-05 00:14:24
402,Quatre Cocos,-20.2078,57.7625,24.49,79,80,4.86,MU,2022-12-05 00:16:48
403,Waipawa,-41.4122,175.5153,13.7,82,63,3.67,NZ,2022-12-05 00:16:48
404,Sinnamary,5.3833,-52.95,24.64,88,98,1.87,GF,2022-12-05 00:16:49
405,Mocuba,-16.8392,36.9856,23.66,76,5,1.35,MZ,2022-12-05 00:16:49
406,Ostrovnoy,68.0531,39.5131,-5.19,89,98,6.71,RU,2022-12-05 00:13:46
407,Saldanha,-33.0117,17.9442,16.21,80,1,7.12,ZA,2022-12-05 00:16:50
408,Nkayi,-4.1841,13.2884,22.75,94,100,0.37,CG,2022-12-05 00:16:50
409,Zelezny Brod,50.6427,15.2541,6.75,89,94,4.47,CZ,2022-12-05 00:16:50
410,Santo Antonio Do Ica,-3.1022,-67.9397,25.62,84,94,0.33,BR,2022-12-05 00:16:51
411,Mackay,-21.15,149.2,30.38,65,0,1.83,AU,2022-12-05 00:16:51
412,Pundaguitan,6.3711,126.1689,27.35,78,100,6.05,PH,2022-12-05 00:17:51
413,Mongagua,-24.0931,-46.6208,23.87,87,100,2.38,BR,2022-12-05 00:15:38
414,Ranfurly,-45.1333,170.1,17.28,73,87,0.95,NZ,2022-12-05 00:17:52
415,Olga,43.7444,135.2892,-11.69,56,0,3.59,RU,2022-12-05 00:17:52
416,Jardim,-21.4803,-56.1381,23.38,89,97,2.15,BR,2022-12-05 00:17:53
417,Moroto,2.5345,34.6666,18.87,65,71,2.27,UG,2022-12-05 00:17:53
418,Saint-Francois,46.4154,3.9054,3.69,93,100,1.03,FR,2022-12-05 00:17:53
419,Pitimbu,-7.4706,-34.8086,26.33,79,11,5.52,BR,2022-12-05 00:17:54
420,Mount Isa,-20.7333,139.5,33.87,20,0,3.6,AU,2022-12-05 00:17:54
421,Itaporanga,-7.3044,-38.1503,26.17,61,58,2.19,BR,2022-12-05 00:16:01
422,Namatanai,-3.6667,152.4333,28.2,73,100,2.92,PG,2022-12-05 00:17:54
423,Salalah,17.0151,54.0924,24.05,73,40,1.54,OM,2022-12-05 00:17:55
424,Port Lavaca,28.615,-96.6261,20.03,88,100,1.54,US,2022-12-05 00:17:55
425,El Alto,-4.2714,-81.2147,21.81,82,10,5.44,PE,2022-12-05 00:17:55
426,Puerto Escondido,15.85,-97.0667,28.46,65,0,1.54,MX,2022-12-05 00:14:19
427,Cortez,37.3489,-108.5859,8.42,81,100,1.54,US,2022-12-05 00:17:56
428,Ploemeur,47.7333,-3.4333,5.46,84,99,0.45,FR,2022-12-05 00:17:56
429,Mezen,65.8522,44.24,-11.8,89,84,3.68,RU,2022-12-05 00:17:56
430,Pisco,-13.7,-76.2167,18.34,86,2,2.06,PE,2022-12-05 00:13:12
431,Tulsipur,28.131,82.2973,12.6,66,12,1.95,NP,2022-12-05 00:17:57
432,Calbuco,-41.768,-73.1273,14.56,79,99,0.8,CL,2022-12-05 00:17:57
433,Katobu,-4.9408,122.5276,26.07,85,100,0.53,ID,2022-12-05 00:17:57
434,Port Hardy,50.6996,-127.4199,1.97,73,3,0.66,CA,2022-12-05 00:15:31
435,Uribia,11.7139,-72.266,25.72,76,81,4.65,CO,2022-12-05 00:17:58
436,Susangerd,31.5608,48.1831,17.55,52,99,2.03,IR,2022-12-05 00:17:58
437,Yaan,7.3833,8.5667,26.0,36,11,1.28,NG,2022-12-05 00:17:59
438,Lakes Entrance,-37.8811,147.981,20.14,65,100,2.84,AU,2022-12-05 00:17:59
439,Tiarei,-17.5333,-149.3333,30.01,79,26,6.65,PF,2022-12-05 00:15:42
440,Aklavik,68.2191,-135.0107,-24.75,98,99,3.44,CA,2022-12-05 00:17:59
441,Adrar,20.5022,-10.0711,21.53,23,40,1.45,MR,2022-12-05 00:18:00
442,Lethem,3.3803,-59.7968,22.5,95,100,1.27,GY,2022-12-05 00:15:44
443,Turbat,26.0023,63.044,18.35,46,0,1.01,PK,2022-12-05 00:18:00
444,Tokomaru,-40.4667,175.5,19.36,70,93,1.79,NZ,2022-12-05 00:18:00
445,Tomatlan,19.9333,-105.25,26.17,75,90,1.79,MX,2022-12-05 00:18:01
446,Bardiyah,31.7561,25.0865,16.08,76,0,2.22,LY,2022-12-05 00:13:51
447,Vila Franca Do Campo,37.7167,-25.4333,13.44,79,54,2.62,PT,2022-12-05 00:18:01
448,Grand Forks,47.9417,-97.4337,-1.04,64,100,5.66,US,2022-12-05 00:18:02
449,Pacific Grove,36.6177,-121.9166,14.93,79,0,3.13,US,2022-12-05 00:18:02
450,Zaozerne,45.1582,33.2787,2.57,82,39,10.93,UA,2022-12-05 00:18:03
451,Merano,46.6682,11.1595,7.42,96,100,0.68,IT,2022-12-05 00:18:03
452,Caravelas,-17.7125,-39.2481,23.34,75,100,3.28,BR,2022-12-05 00:18:04
453,Kozhva,65.1073,57.0459,-21.89,100,98,1.16,RU,2022-12-05 00:18:04
454,Copiapo,-27.3667,-70.3333,14.83,39,0,1.95,CL,2022-12-05 00:18:05
455,Vostok,46.4856,135.8833,-21.81,95,100,2.72,RU,2022-12-05 00:18:05
456,Sao Jose Do Belmonte,-7.8614,-38.7597,24.81,64,44,3.55,BR,2022-12-05 00:18:05
457,Deer Lake,49.1667,-57.4316,3.92,100,100,3.09,CA,2022-12-05 00:18:06
458,Kenai,60.5544,-151.2583,-2.7,95,40,3.09,US,2022-12-05 00:18:06
459,Cidreira,-30.1811,-50.2056,22.05,95,59,0.87,BR,2022-12-05 00:13:42
460,Evensk,61.95,159.2333,-14.83,76,100,5.51,RU,2022-12-05 00:16:10
461,Bima,-8.4667,118.7167,27.83,79,55,1.15,ID,2022-12-05 00:19:07
462,Kanigoro,-8.13,112.219,25.67,83,93,0.82,ID,2022-12-05 00:19:08
463,Kilakarai,9.2333,78.7833,24.04,90,73,4.86,IN,2022-12-05 00:19:08
464,Asau,46.4333,26.4,-2.49,98,100,1.6,RO,2022-12-05 00:19:09
465,Kolondieba,11.0882,-6.8926,24.16,70,79,2.51,ML,2022-12-05 00:19:10
466,Mount Hagen,-5.8581,144.2274,19.42,77,75,2.06,PG,2022-12-05 00:19:10
467,Luena,-11.7833,19.9167,15.31,96,97,1.95,AO,2022-12-05 00:19:11
468,Saint-Pierre,-21.3393,55.4781,22.82,60,0,3.09,RE,2022-12-05 00:14:38
469,Udachnyy,66.4167,112.4,-24.33,94,100,9.26,RU,2022-12-05 00:19:12
470,Gravdal,68.1214,13.5031,5.94,100,75,2.57,NO,2022-12-05 00:19:12
471,San Jeronimo,-11.9472,-75.2829,9.91,78,68,1.48,PE,2022-12-05 00:19:13
472,Thompson,55.7435,-97.8558,-27.91,69,40,3.09,CA,2022-12-05 00:15:32
473,Mahajanga,-15.7167,46.3167,25.01,94,40,1.03,MG,2022-12-05 00:19:14
474,Saryozek,44.3583,77.9753,-8.21,94,100,0.44,KZ,2022-12-05 00:19:15
475,Keuruu,62.2667,24.7,-4.9,100,87,0.64,FI,2022-12-05 00:19:15
476,Baykit,61.67,96.37,-16.28,93,100,3.39,RU,2022-12-05 00:19:16
477,Gat,31.61,34.7642,16.33,68,0,1.51,IL,2022-12-05 00:19:16
478,Parrita,9.5201,-84.3225,24.41,85,49,0.11,CR,2022-12-05 00:19:17
479,Zhicheng,30.2956,111.5047,4.07,58,78,0.98,CN,2022-12-05 00:19:17
480,Changli,39.7042,119.1506,-5.58,26,0,2.32,CN,2022-12-05 00:19:18
481,Bollnas,61.3482,16.3946,-7.11,95,100,1.17,SE,2022-12-05 00:19:18
482,Komsomolskiy,40.4272,71.7189,1.4,86,75,1.03,UZ,2022-12-05 00:16:12
483,Shimanovsk,52.0,127.7,-23.17,86,51,2.14,RU,2022-12-05 00:16:34
484,Marsabit,2.3284,37.9899,18.62,72,60,3.4,KE,2022-12-05 00:19:18
485,Nha Trang,12.25,109.1833,25.0,89,94,2.76,VN,2022-12-05 00:19:19
486,Mount Gambier,-37.8333,140.7667,13.8,72,100,5.8,AU,2022-12-05 00:19:19
487,Sorland,67.667,12.6934,5.92,83,100,11.34,NO,2022-12-05 00:14:22
488,Yarim,14.298,44.3779,7.16,46,4,1.81,YE,2022-12-05 00:19:20
489,Eureka,40.8021,-124.1637,11.34,85,96,2.68,US,2022-12-05 00:19:20
490,Acarau,-2.8856,-40.12,26.43,74,35,7.86,BR,2022-12-05 00:19:21
491,Ust-Kuyga,70.0167,135.6,-23.3,99,100,2.85,RU,2022-12-05 00:19:21
492,Baker City,44.7749,-117.8344,0.36,92,40,1.54,US,2022-12-05 00:19:22
493,Ibadan,7.3878,3.8964,23.83,89,27,1.65,NG,2022-12-05 00:19:22
494,Nizhniy Kuranakh,58.8353,125.4869,-14.1,88,100,7.3,RU,2022-12-05 00:19:23
495,Nanlong,31.3533,106.0631,5.78,91,71,0.82,CN,2022-12-05 00:19:23
496,Zalantun,48.0,122.7167,-16.51,75,2,5.24,CN,2022-12-05 00:19:24
497,Senador Jose Porfirio,-2.5908,-51.9542,23.82,94,91,1.76,BR,2022-12-05 00:19:24
498,Araouane,18.9048,-3.5265,26.2,15,100,3.88,ML,2022-12-05 00:19:25
499,Capim Grosso,-11.3811,-40.0128,20.81,94,100,5.12,BR,2022-12-05 00:15:04
500,Mobaye,4.319,21.1786,21.88,58,54,1.08,CF,2022-12-05 00:19:25
501,Carmen,18.6333,-91.8333,26.02,78,40,4.12,MX,2022-12-05 00:19:26
502,Antofagasta,-23.65,-70.4,17.6,76,10,1.1,CL,2022-12-05 00:15:50
503,Le Port,-20.9373,55.2919,23.98,62,94,1.87,RE,2022-12-05 00:17:34
504,Ilulissat,69.2167,-51.1,3.01,56,100,4.12,GL,2022-12-05 00:19:26
505,Along,28.1667,94.7667,10.97,72,0,0.66,IN,2022-12-05 00:19:27
506,Mudgee,-32.5943,149.5871,27.1,37,4,4.06,AU,2022-12-05 00:14:28
507,Ilula,-7.6766,36.0366,16.02,83,86,1.76,TZ,2022-12-05 00:20:27
508,Mutoko,-17.397,32.2268,19.57,63,20,1.44,ZW,2022-12-05 00:20:28
509,Abaete,-19.16,-45.4458,20.6,90,100,1.66,BR,2022-12-05 00:20:28
510,Dunedin,-45.8742,170.5036,13.22,67,99,3.13,NZ,2022-12-05 00:15:49
511,Klaksvik,62.2266,-6.589,4.51,76,81,6.42,FO,2022-12-05 00:20:29
512,Manturovo,58.3353,44.7619,-17.41,97,26,1.58,RU,2022-12-05 00:20:29
513,Totness,5.8833,-56.3167,23.04,94,100,1.82,SR,2022-12-05 00:20:29
514,Ardesen,41.1911,40.9875,11.87,76,90,2.71,TR,2022-12-05 00:20:30
515,Ziarat,30.3823,67.7282,1.74,38,0,3.17,PK,2022-12-05 00:20:30
516,Kemijarvi,66.7131,27.4306,-10.35,97,92,1.74,FI,2022-12-05 00:20:30
517,Shimoda,34.6667,138.95,12.2,78,99,6.78,JP,2022-12-05 00:20:31
518,Boddam,57.4667,-1.7833,5.21,70,98,7.16,GB,2022-12-05 00:20:31
519,Nabire,-3.3667,135.4833,28.54,68,99,1.43,ID,2022-12-05 00:20:31
520,Verkhoyansk,67.5447,133.385,-25.06,99,100,1.3,RU,2022-12-05 00:20:32
521,Neiafu,-18.65,-173.9833,30.38,74,20,3.6,TO,2022-12-05 00:20:32
522,Port Blair,11.6667,92.75,28.02,83,75,3.6,IN,2022-12-05 00:16:42
523,Portland,45.5234,-122.6762,2.32,92,100,3.6,US,2022-12-05 00:17:09
524,Derzhavinsk,51.1,66.3167,-16.19,96,100,3.16,KZ,2022-12-05 00:20:33
525,Weyburn,49.6668,-103.8511,-5.88,73,14,6.69,CA,2022-12-05 00:20:33
526,Wenling,28.3669,121.36,9.88,87,100,8.26,CN,2022-12-05 00:20:34
527,Katsuura,35.1333,140.3,12.63,83,100,8.79,JP,2022-12-05 00:20:34
528,Menongue,-14.6585,17.691,20.91,61,89,3.32,AO,2022-12-05 00:20:35
529,Petropavlovsk-Kamchatskiy,53.0452,158.6483,-15.67,61,0,2.0,RU,2022-12-05 00:20:35
530,Bilma,18.6853,12.9164,23.35,19,0,3.38,NE,2022-12-05 00:20:35
531,Samarai,-10.6167,150.6667,28.36,68,75,5.12,PG,2022-12-05 00:20:36
532,Yatou,37.15,122.3833,0.84,63,78,1.78,CN,2022-12-05 00:20:36
533,Narsaq,60.9167,-46.05,-9.88,61,46,3.49,GL,2022-12-05 00:20:36
534,Usoke,-5.1667,32.35,18.4,95,100,1.19,TZ,2022-12-05 00:20:37
535,Fujin,47.26,132.0322,-16.82,82,7,4.6,CN,2022-12-05 00:20:37
536,Kropotkin,45.4375,40.5756,-4.19,78,73,9.74,RU,2022-12-05 00:20:38
537,Manono,-7.3,27.4167,20.1,99,100,2.58,CD,2022-12-05 00:20:38
538,Kushima,31.4583,131.2333,11.32,91,100,3.24,JP,2022-12-05 00:20:38
539,Pangkalanbuun,-2.6833,111.6167,25.34,90,91,0.73,ID,2022-12-05 00:17:10
540,Saint-Louis,16.3333,-15.0,22.48,43,96,4.19,SN,2022-12-05 00:20:39
541,Yulara,-25.2406,130.9889,34.39,12,3,7.71,AU,2022-12-05 00:20:39
542,Shingu,33.7333,135.9833,11.25,55,83,1.88,JP,2022-12-05 00:20:39
543,Bela Vista De Goias,-16.9728,-48.9533,21.64,89,100,1.52,BR,2022-12-05 00:20:40
544,Lagoa,39.05,-27.9833,15.26,71,100,5.42,PT,2022-12-05 00:20:40
545,Semporna,4.4818,118.6112,26.58,87,100,3.64,MY,2022-12-05 00:20:40
546,Riohacha,11.5444,-72.9072,27.06,78,0,3.6,CO,2022-12-05 00:20:41
547,Osinovo,55.8809,48.881,-16.95,98,67,2.2,RU,2022-12-05 00:20:41
548,Kalmunai,7.4167,81.8167,24.3,89,98,2.89,LK,2022-12-05 00:20:41
549,Les Escoumins,48.1111,-69.0236,-7.36,67,82,1.31,CA,2022-12-05 00:20:42
550,Amurzet,47.6967,131.0981,-19.44,88,7,2.77,RU,2022-12-05 00:20:42
551,Bilibino,68.0546,166.4372,-28.12,100,99,1.04,RU,2022-12-05 00:20:42
552,Kabinda,-6.1333,24.4833,18.16,99,100,1.83,CD,2022-12-05 00:20:43
